Record Date,FEI Number,Legal Name,Record Type,Date Posted,Download,Record ID
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78237/download,270164
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78240/download,270165
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78242/download,270166
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78243/download,269345
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78244/download,270167
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78245/download,270169
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78246/download,270156
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78247/download,270171
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78248/download,270170
2015-07-24,3003194604,"Actavis Laboratories FL, Inc.",483,2024-01-17,https://www.fda.gov/media/70106/download,269867
2015-07-11,3003244004,Central Admixture Pharmacy Services Inc,483,2024-01-17,https://www.fda.gov/media/85309/download,270136
2015-07-10,3003254930,Axium Healthcare Pharmacy dba Balanced Solutions Compounding,483,2024-01-17,https://www.fda.gov/media/85794/download,270309
2015-07-23,3003316042,"Custom RX LLC, dba Custom RX Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/89977/download,269943
2016-09-01,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/86620/download,270333
2016-09-01,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/94287/download,269791
2017-08-21,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/107326/download,269514
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79779/download,269321
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79787/download,269320
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79791/download,269317
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79800/download,270151
2015-07-10,3003381432,"Martin Avenue Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/89347/download,270380
2015-07-22,3003426453,"Stanislaw R Burzynski, MD",483,2024-01-17,https://www.fda.gov/media/87417/download,270011
2016-10-19,3003429652,Strohecker's Pharmacy,483,2024-01-17,https://www.fda.gov/media/101060/download,269638
2015-07-10,3003431252,"Lowlyn Pharmacies, Inc",483,2024-01-17,https://www.fda.gov/media/85800/download,270311
2015-07-17,3003432602,Hunter Holmes McGuire Veterans Admin Medical Center,483,2024-01-17,https://www.fda.gov/media/91763/download,270024
2016-11-22,3003432602,Hunter Holmes McGuire Veterans Affairs Medical Center,483,2024-01-17,https://www.fda.gov/media/101442/download,269617
2015-07-10,3003434971,"Leiter's Cambrian Park Drugs, Inc.",483,2024-01-17,https://www.fda.gov/media/87142/download,270371
2015-07-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/90695/download,269966
2015-07-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/90698/download,269965
2016-03-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/88066/download,269732
2018-10-24,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/111291/download,269443
2016-09-01,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,2024-01-17,https://www.fda.gov/media/89982/download,270386
2016-09-01,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,2024-01-17,https://www.fda.gov/media/97132/download,269722
2017-04-24,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,2024-01-17,https://www.fda.gov/media/104358/download,269574
2016-08-08,3003531601,Michigan Medicine,483,2024-01-17,https://www.fda.gov/media/99038/download,269679
2015-07-10,3003540518,"Hudson Egg Farm, LLC",483,2024-01-17,https://www.fda.gov/media/83432/download,270118
2015-07-23,3003542383,"Diamondback Drugs of Delaware, LLC",483,2024-01-17,https://www.fda.gov/media/89571/download,269942
2015-07-11,3003550969,Vintage Cheese Company,483,2024-01-17,https://www.fda.gov/media/79910/download,270149
2015-07-11,3003550969,Vintage Cheese Company,483,2024-01-17,https://www.fda.gov/media/80008/download,270185
2015-07-10,3003623877,"New England Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/84618/download,270335
2015-07-24,3003623877,"New England Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/84609/download,269871
2015-07-24,3003623877,"New England Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/84684/download,269888
2015-10-29,3003644883,"ARL Biopharma, Inc. dba Analytical Research Laboratories",483,2024-01-17,https://www.fda.gov/media/86626/download,270340
2016-10-25,3003684822,University Of Rochester Medical Center,483,2024-01-17,https://www.fda.gov/media/100779/download,269623
2016-09-01,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,2024-01-17,https://www.fda.gov/media/93685/download,269830
2017-11-06,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,2024-01-17,https://www.fda.gov/media/107360/download,269470
2016-02-25,3003693389,Central Admixture Pharmacy Services Inc,483,2024-01-17,https://www.fda.gov/media/96163/download,269752
2015-07-23,3003718003,Essential Pharmacy Compounding,483,2024-01-17,https://www.fda.gov/media/92288/download,270017
2018-05-22,3003718003,Essential Pharmacy Compounding LLC,483,2024-01-17,https://www.fda.gov/media/107172/download,269509
2015-10-06,3003780900,"People's Custom Rx and Clinical Care, LLC",483,2024-01-17,https://www.fda.gov/media/93597/download,269824
2018-07-20,3003780900,"People's Custom Rx and Clinical Care, LLC",483,2024-01-17,https://www.fda.gov/media/114343/download,269393
2017-08-03,3003785869,Pharmacy Specialists of Central FL,483,2024-01-17,https://www.fda.gov/media/106401/download,269535
2015-07-28,3003843509,Johnson & Johnson Surgical Vision Inc,483,2024-01-17,https://www.fda.gov/media/69966/download,269853
2015-07-11,3003925188,University of Illinois @ Urbana - Champaign,483,2024-01-17,https://www.fda.gov/media/70669/download,269336
2015-09-23,3003950641,"InvaGen Pharmaceuticals, Inc.",483,2024-01-17,https://www.fda.gov/media/93665/download,269825
2017-12-22,3003987288,"People's Pharmacy, Inc",483,2024-01-17,https://www.fda.gov/media/109711/download,269461
2015-07-11,3004016623,"Pearl Valley Eggs, Inc",483,2024-01-17,https://www.fda.gov/media/82906/download,270129
2015-07-10,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/87071/download,270368
2018-06-08,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/98539/download,269701
2018-10-24,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/104654/download,269590
2015-07-24,3004106764,"Able Laboratories, Inc.",483,2024-01-17,https://www.fda.gov/media/70711/download,269850
2016-01-05,3004107906,INCELL Corporation LLC,483,2024-01-17,https://www.fda.gov/media/94875/download,269770
2016-10-25,3004123934,Umass Memorial Medical Center Stem Cell Cryopreservation Lab,483,2024-01-17,https://www.fda.gov/media/100775/download,269628
2015-07-10,3004146124,"University Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/85312/download,270303
2015-07-10,3004153061,"PharMEDium Services, LLC.",483,2024-01-17,https://www.fda.gov/media/84921/download,270306
2015-10-05,3004153061,"PharMEDium Services, LLC.",483,2024-01-17,https://www.fda.gov/media/93495/download,269821
2015-11-04,3004153061,"PharMEDium Services, LLC.",483,2024-01-17,https://www.fda.gov/media/94440/download,269801
2018-10-24,3004153061,"PharMEDium Services, LLC.",483,2024-01-17,https://www.fda.gov/media/110466/download,269449
2015-07-10,3004182921,"Impax Laboratories, LLC.",483,2024-01-17,https://www.fda.gov/media/85477/download,270313
2015-07-10,3004182921,"Impax Laboratories, LLC.",483,2024-01-17,https://www.fda.gov/media/85480/download,270314
2015-07-23,3004252720,Thumb Oilseed Producers' Cooperative,483,2024-01-17,https://www.fda.gov/media/78589/download,269929
2015-07-10,3004284274,Cal-Maine Foods Inc.,483,2024-01-17,https://www.fda.gov/media/83798/download,270093
2015-07-11,3004285422,Cal-Maine Foods Inc,483,2024-01-17,https://www.fda.gov/media/83012/download,270241
2015-07-10,3004298859,Cal-Maine Foods Inc.,483,2024-01-17,https://www.fda.gov/media/83802/download,270092
2015-07-10,3004327090,"Cal-Maine Foods, Inc.",483,2024-01-17,https://www.fda.gov/media/83428/download,270284
2015-07-10,3004335840,"Green Valley Poultry Farm, Inc.",483,2024-01-17,https://www.fda.gov/media/83671/download,270066
2015-07-10,3004348077,"Diamond Pet Foods, LLC",483,2024-01-17,https://www.fda.gov/media/83620/download,270104
2015-07-11,3004348077,"Diamond Pet Foods, LLC",483,2024-01-17,https://www.fda.gov/media/70695/download,270162
2015-07-23,3004354976,Hillandale Iowa II LLP,483,2024-01-17,https://www.fda.gov/media/78979/download,269955
2017-07-26,3004358166,"Tiberius, Inc.",483,2024-01-17,https://www.fda.gov/media/106108/download,269539
2015-07-17,3004378804,Central Admixture Pharmacy Services Inc,483,2024-01-17,https://www.fda.gov/media/89200/download,270390
2015-07-10,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,2024-01-17,https://www.fda.gov/media/83460/download,270058
2015-07-11,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,2024-01-17,https://www.fda.gov/media/81524/download,270212
2015-07-11,3004382194,"Rose Acre Farms, Inc. dba Stuart Egg Farm",483,2024-01-17,https://www.fda.gov/media/82813/download,270233
2015-07-11,3004387061,Sparboe Farms Inc.,483,2024-01-17,https://www.fda.gov/media/81771/download,269355
2015-07-11,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,2024-01-17,https://www.fda.gov/media/81760/download,270214
2015-07-11,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,2024-01-17,https://www.fda.gov/media/81775/download,270215
2015-07-23,3004392984,Estrella Family Creamery,483,2024-01-17,https://www.fda.gov/media/79498/download,269969
2015-07-11,3004400214,"Hillandale Farms Conn, LLC",483,2024-01-17,https://www.fda.gov/media/79758/download,269318
2015-07-11,3004401173,"Dorothy Egg Farms, LLC",483,2024-01-17,https://www.fda.gov/media/79865/download,270193
2015-07-10,3004407863,"Central Admixture Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/85451/download,270326
2015-07-10,3004407863,"Central Admixture Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/88738/download,270373
2018-08-20,3004451721,Good Day Pharmacy,483,2024-01-17,https://www.fda.gov/media/115117/download,269382
2015-07-10,3004479392,Valley Fresh Foods Inc - Briarwood Farms,483,2024-01-17,https://www.fda.gov/media/83940/download,270070
2018-05-23,3004483427,"Lynnfield Drug, Inc. dba Freedom Fertility Pharmacy",483,2024-01-17,https://www.fda.gov/media/111873/download,269430
2015-07-10,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/87156/download,270048
2016-11-16,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/101055/download,269616
2016-11-16,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/101212/download,269619
2016-11-16,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/101338/download,269618
2018-04-19,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/106814/download,269525
2018-04-19,3004483441,Cantrell Drug Company,483,2024-01-17,https://www.fda.gov/media/112675/download,269422
2015-07-10,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/84939/download,270308
2015-10-27,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/94739/download,269805
2018-06-11,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/113573/download,269401
2017-08-08,3004486825,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",483,2024-01-17,https://www.fda.gov/media/106706/download,269526
2017-11-22,3004488698,Keystone Pharmacy,483,2024-01-17,https://www.fda.gov/media/109080/download,269466
2015-07-23,3004490277,Nature's Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/87714/download,269917
2016-10-25,3004492321,Indiana University Hospital,483,2024-01-17,https://www.fda.gov/media/100764/download,269620
2015-07-10,3004497213,Oakdell Compounding Pharmacy LLC,483,2024-01-17,https://www.fda.gov/media/85347/download,270336
2018-03-02,3004497213,Oakdell Compounding Pharmacy LLC,483,2024-01-17,https://www.fda.gov/media/104444/download,269585
2015-08-05,3004504906,"Techni Med, Inc. dba The Compounder",483,2024-01-17,https://www.fda.gov/media/93052/download,269841
2018-02-21,3004504906,"Techni Med, Inc. dba The Compounder",483,2024-01-17,https://www.fda.gov/media/110779/download,269441
2017-04-12,3004513970,Resource Optimization & Innovation LLC,483,2024-01-17,https://www.fda.gov/media/102401/download,269607
2016-04-22,3004514280,Professional Arts Pharmacy,483,2024-01-17,https://www.fda.gov/media/97360/download,269718
2018-02-26,3004514280,Professional Arts Pharmacy,483,2024-01-17,https://www.fda.gov/media/111280/download,269437
2015-07-23,3004549631,"Eagle Analytical Services, Inc.",483,2024-01-17,https://www.fda.gov/media/86611/download,269918
2016-01-06,3004562873,Valgene Incorporated dba Cape Drugs,483,2024-01-17,https://www.fda.gov/media/95216/download,269767
2018-02-21,3004562873,Valgene Incorporated dba Cape Drugs,483,2024-01-17,https://www.fda.gov/media/110787/download,269440
2016-01-05,3004575469,"Health Dimensions, Inc.",483,2024-01-17,https://www.fda.gov/media/89823/download,269769
2015-10-16,3004578527,Prescription Lab Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/94474/download,269815
2018-02-01,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,2024-01-17,https://www.fda.gov/media/92094/download,269447
2018-02-06,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,2024-01-17,https://www.fda.gov/media/110612/download,269445
2015-07-23,3004580127,"Wood’s Pharmacy, Inc., dba The Medicine Shoppe",483,2024-01-17,https://www.fda.gov/media/90713/download,269995
2016-03-01,3004584703,"Clark Professional Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/96412/download,269751
2015-07-23,3004593468,Coram Healthcare Corp. of Indiana,483,2024-01-17,https://www.fda.gov/media/90764/download,269976
2017-08-08,3004593468,Coram Healthcare Corp. of Indiana,483,2024-01-17,https://www.fda.gov/media/106206/download,269550
2015-07-10,3004596923,HHCS Pharmacy Inc.,483,2024-01-17,https://www.fda.gov/media/89979/download,270387
2016-02-08,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/95583/download,269761
2017-11-22,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/108726/download,269469
2015-07-23,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/89608/download,269967
2015-07-23,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/91050/download,269989
2017-04-12,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/100072/download,269651
2017-06-15,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/104879/download,269558
2015-09-16,3004600183,"Millers of Wyckoff, Inc.",483,2024-01-17,https://www.fda.gov/media/93742/download,269827
2017-07-24,3004600183,"Millers of Wyckoff, Inc.",483,2024-01-17,https://www.fda.gov/media/106479/download,269544
2015-09-14,3004603767,JD & SN Inc.,483,2024-01-17,https://www.fda.gov/media/93503/download,269826
2017-10-02,3004603767,JD & SN Inc.,483,2024-01-17,https://www.fda.gov/media/107389/download,269480
2017-01-09,3004610520,Loop Plaza Pharmacy Company DBA Loop Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/102414/download,269609
2015-07-23,3004611372,Merissa Corp. dba Johnson Compounding and Wellness,483,2024-01-17,https://www.fda.gov/media/92467/download,270010
2016-03-28,3004613997,"Walter's Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/96772/download,269729
2015-07-10,3004668624,"The Compounding Shop, Inc.",483,2024-01-17,https://www.fda.gov/media/85619/download,270315
2015-07-10,3004668624,"The Compounding Shop, Inc.",483,2024-01-17,https://www.fda.gov/media/86687/download,270353
2015-07-11,3004668624,"The Compounding Shop, Inc.",483,2024-01-17,https://www.fda.gov/media/85611/download,270137
2015-07-11,3004669670,Sparboe Farms / Prairie Complex,483,2024-01-17,https://www.fda.gov/media/82302/download,269316
2015-07-10,3004679506,"Minnich Poultry, LLC",483,2024-01-17,https://www.fda.gov/media/82949/download,270123
2015-07-23,3004709093,Lato Drug Co. Inc. dba Post Haste Pharmacy,483,2024-01-17,https://www.fda.gov/media/91458/download,270003
2015-07-23,3004714346,UCSF Home Therapy Services,483,2024-01-17,https://www.fda.gov/media/89615/download,269973
2015-07-10,3004795826,Norco Ranch - E&M Ranch,483,2024-01-17,https://www.fda.gov/media/83311/download,270101
2015-07-23,3004839646,JCB Laboratories LLC,483,2024-01-17,https://www.fda.gov/media/85436/download,269901
2016-02-23,3004839646,JCB Laboratories LLC,483,2024-01-17,https://www.fda.gov/media/96187/download,269754
2015-07-23,3004884943,"Spinal Solutions, LLC",483,2024-01-17,https://www.fda.gov/media/90009/download,269926
2015-07-17,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,2024-01-17,https://www.fda.gov/media/89818/download,270388
2017-07-21,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,2024-01-17,https://www.fda.gov/media/106053/download,269547
2015-07-10,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/85343/download,270302
2016-02-11,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/90268/download,269950
2016-02-11,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/91779/download,270025
2017-10-02,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/107034/download,269486
2015-12-03,3004971302,"Auxigen Pharmaceutical, LLC",483,2024-01-17,https://www.fda.gov/media/94848/download,269790
2015-12-03,3004971302,"Auxigen Pharmaceutical, LLC",483,2024-01-17,https://www.fda.gov/media/94853/download,269789
2017-08-03,3004995630,"Joe Wise Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/106405/download,269532
2017-09-12,3005011132,"First Call Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/107284/download,269505
2015-07-23,3005031360,"McGuff Compounding Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/90703/download,269985
2016-04-18,3005051736,"Pharmedium Services, LLC",483,2024-01-17,https://www.fda.gov/media/96675/download,269719
2018-05-09,3005051736,"Pharmedium Services, LLC",483,2024-01-17,https://www.fda.gov/media/112997/download,269416
2015-07-23,3005084110,"Advanced Physician Solutions, Inc.",483,2024-01-17,https://www.fda.gov/media/91230/download,269994
2015-07-23,3005090079,Peanut Corporation of America (PCA),483,2024-01-17,https://www.fda.gov/media/74784/download,269906
2017-03-02,3005098811,Simplot Frozen Vegetables LLC,483,2024-01-17,https://www.fda.gov/media/97963/download,269712
2015-07-11,3005101424,Stryker Craniomaxillofacial Division,483,2024-01-17,https://www.fda.gov/media/77347/download,269339
2015-07-11,3005101424,Stryker Craniomaxillofacial Division,483,2024-01-17,https://www.fda.gov/media/77372/download,270155
2015-10-29,3005115360,Dynalabs LLC,483,2024-01-17,https://www.fda.gov/media/86617/download,270350
2015-07-23,3005124205,Clinical Apothecaries,483,2024-01-17,https://www.fda.gov/media/87710/download,269914
2017-02-17,3005144312,"Civic Center Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/91279/download,269597
2017-04-24,3005144312,"Civic Center Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/104246/download,269573
2015-07-23,3005180755,"Coastal Meds, LLC",483,2024-01-17,https://www.fda.gov/media/90683/download,269963
2015-11-07,3005180755,"Coastal Meds, LLC",483,2024-01-17,https://www.fda.gov/media/94787/download,269800
2018-10-24,3005180755,"Coastal Meds, LLC",483,2024-01-17,https://www.fda.gov/media/112298/download,269418
2016-01-26,3005231215,Dorneyville Pharmacy,483,2024-01-17,https://www.fda.gov/media/95497/download,269763
2015-07-10,3005231248,"Corden Pharma Boulder, Inc.",483,2024-01-17,https://www.fda.gov/media/85604/download,270322
2015-07-11,3005231248,"Corden Pharma Boulder, Inc.",483,2024-01-17,https://www.fda.gov/media/82442/download,270131
2017-01-10,3005247494,Advanced Pharma Inc.,483,2024-01-17,https://www.fda.gov/media/99872/download,269669
2015-10-05,3005256616,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/93914/download,269819
2018-04-16,3005256616,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/112689/download,269421
2015-07-10,3005287250,"Region Care, Inc.",483,2024-01-17,https://www.fda.gov/media/88238/download,270355
2016-06-17,3005287250,"Region Care, Inc.",483,2024-01-17,https://www.fda.gov/media/98321/download,269692
2016-10-25,3005310193,Advocate Lutheran General Hospital,483,2024-01-17,https://www.fda.gov/media/100759/download,269632
2015-07-10,3005331940,"Peoples Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/89254/download,270047
2017-12-22,3005331940,"Peoples Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/109728/download,269459
2015-07-11,3005332266,Armstrong Farms Inc.,483,2024-01-17,https://www.fda.gov/media/82897/download,270130
2015-12-17,3005364771,Foundation Care LLC,483,2024-01-17,https://www.fda.gov/media/85394/download,269774
2017-08-21,3005457901,Gipsco Investment Corp,483,2024-01-17,https://www.fda.gov/media/107068/download,269518
2015-12-15,3005468616,Jones Drug Company Inc. dba Reed’s Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/94989/download,269785
2015-12-15,3005468616,Jones Drug Company Inc. dba Reed’s Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/95311/download,269784
2016-09-08,3005471681,"Partners In Care, Inc.",483,2024-01-17,https://www.fda.gov/media/99793/download,269658
2017-04-07,3005471681,"Partners In Care, Inc.",483,2024-01-17,https://www.fda.gov/media/104418/download,269591
2015-07-23,3005472652,VP Pharmacy Partners LLC,483,2024-01-17,https://www.fda.gov/media/90707/download,269999
2017-04-24,3005472652,VP Pharmacy Partners LLC,483,2024-01-17,https://www.fda.gov/media/104627/download,269577
2016-09-01,3005529620,"Abbott's Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/95903/download,269758
2015-10-23,3005530267,"BBS Pharmacy, Inc. dba B&B Pharmacy",483,2024-01-17,https://www.fda.gov/media/94270/download,269809
2015-10-23,3005530267,"BBS Pharmacy, Inc. dba B&B Pharmacy",483,2024-01-17,https://www.fda.gov/media/94413/download,269811
2015-07-23,3005537938,Won Feng Trading Inc,483,2024-01-17,https://www.fda.gov/media/77791/download,269915
2015-07-22,3005553411,Burzynski Research Institute,483,2024-01-17,https://www.fda.gov/media/87429/download,270013
2015-07-10,3005579246,"Hospira Boulder, Inc.",483,2024-01-17,https://www.fda.gov/media/85587/download,270320
2015-07-10,3005579246,"Hospira Boulder, Inc.",483,2024-01-17,https://www.fda.gov/media/85596/download,270319
2015-12-22,3005580627,"Oregon Compounding Centers, Inc.",483,2024-01-17,https://www.fda.gov/media/89547/download,269771
2016-09-01,3005580627,"Oregon Compounding Centers, Inc.",483,2024-01-17,https://www.fda.gov/media/90037/download,269772
2015-07-11,3005615655,"Jazz Pharmaceuticals, Inc",483,2024-01-17,https://www.fda.gov/media/82100/download,270226
2015-07-23,3005623291,"D.R. Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/91487/download,270006
2016-10-21,3005630265,"Pensacola Apothecary, Inc.  DBA Everwell Specialty Pharmacy",483,2024-01-17,https://www.fda.gov/media/100566/download,269635
2015-12-17,3005636558,"Northern New England Compounding Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/90625/download,269777
2016-02-16,3005664940,Buderer Drug Company Inc,483,2024-01-17,https://www.fda.gov/media/95605/download,269756
2017-09-12,3005664940,Buderer Drug Company Inc,483,2024-01-17,https://www.fda.gov/media/106809/download,269511
2015-07-11,3005724763,"CooperVision, Inc.",483,2024-01-17,https://www.fda.gov/media/82483/download,269309
2015-07-10,3005727550,Belmar Pharmacy,483,2024-01-17,https://www.fda.gov/media/92848/download,270044
2015-07-23,3005734706,MasterPharm LLC,483,2024-01-17,https://www.fda.gov/media/92880/download,270019
2017-02-28,3005734706,MasterPharm LLC,483,2024-01-17,https://www.fda.gov/media/103104/download,269601
2015-07-23,3005758901,Burklow Pharmacy,483,2024-01-17,https://www.fda.gov/media/91478/download,270004
2016-12-23,3005823862,DCA Inc. dba Beacon Prescriptions,483,2024-01-17,https://www.fda.gov/media/101661/download,269613
2015-07-10,3005855878,M. G. Waldbaum Company,483,2024-01-17,https://www.fda.gov/media/83415/download,270060
2015-07-10,3005881167,"Ameridose, LLC",483,2024-01-17,https://www.fda.gov/media/84656/download,270301
2015-07-24,3005881167,"Ameridose, LLC",483,2024-01-17,https://www.fda.gov/media/84406/download,269875
2017-07-06,3006014626,Medistat RX L.L.C.,483,2024-01-17,https://www.fda.gov/media/91010/download,269986
2017-07-06,3006014626,Medistat RX L.L.C.,483,2024-01-17,https://www.fda.gov/media/94559/download,269798
2016-08-22,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/99557/download,269668
2016-09-01,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/93695/download,269831
2017-09-14,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/88289/download,269492
2017-04-14,3006089725,Puget Sound Drug Corporation dba Key Pharmacy and Compounding Center,483,2024-01-17,https://www.fda.gov/media/104475/download,269578
2015-12-10,3006101483,"SaveWay Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/94979/download,269786
2017-08-08,3006101483,"SaveWay Compounding Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/106696/download,269527
2016-09-23,3006141618,"Town and Country Compounding and Consultation Services, LLC",483,2024-01-17,https://www.fda.gov/media/100127/download,269650
2016-09-01,3006164918,Reliable Rexall-A Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/96827/download,269717
2016-09-01,3006164918,Reliable Rexall-A Compounding Pharmacy,483,2024-01-17,https://www.fda.gov/media/97658/download,269716
2015-07-11,3006208348,"Reedsburg Egg Company, Inc.",483,2024-01-17,https://www.fda.gov/media/82887/download,270239
2015-07-10,3006228598,Wells Pharmacy Network LLC,483,2024-01-17,https://www.fda.gov/media/88059/download,270351
2015-07-10,3006228598,Wells Pharmacy Network LLC,483,2024-01-17,https://www.fda.gov/media/89361/download,270377
2015-07-17,3006228598,Wells Pharmacy Network LLC,483,2024-01-17,https://www.fda.gov/media/86720/download,270341
2016-10-04,3006228598,Wells Pharmacy Network LLC,483,2024-01-17,https://www.fda.gov/media/100171/download,269641
2018-07-26,3006228598,Wells Pharmacy Network LLC,483,2024-01-17,https://www.fda.gov/media/114926/download,269389
2015-10-27,3006231732,"Theranos, Inc.",483,2024-01-17,https://www.fda.gov/media/94712/download,269808
